date,Open,High,Low,Close,Volume,next_day_pct_change,close_price_5d_moving_average,close_price_10d_moving_average,return_5d_volatility,tweet_count,tweet_sentiment_mean,tweet_sentiment_std,median_text_length,std_text_length,sum_retweets,sum_replies,sum_likes,sum_quotes,sum_views,sum_bookmarks,count_afternoon,count_evening,count_morning,all_posts,daily_top5_tfidf_weight_sum,tfidf_top_keywords,daily_top5_tfidf_weight_sum_lag1,daily_top5_tfidf_weight_sum_lead1
2010-07-13,1.1593329906463623,1.2426669597625732,1.126667022705078,1.2093329429626465,40201500,93.71617665324106,1.144666600227356,1.272266697883606,0.05640647902584743,,,,,,,,,,,,,,,,0.0,,0.0,0.0
2010-07-14,1.1959999799728394,1.3433330059051514,1.184000015258789,1.3226670026779177,62928000,2.5198878627819,1.1985333919525147,1.2452666997909545,0.05675634038965531,,,,,,,,,,,,,,,,0.0,,0.0,0.0
2010-07-15,1.329332947731018,1.4333330392837524,1.2666670083999634,1.3259999752044678,56097000,37.70744529453229,1.230933380126953,1.218999993801117,0.04888690307773216,,,,,,,,,,,,,,,,0.0,,0.0,0.0
2010-07-16,1.3799999952316284,1.4199999570846558,1.3366669416427612,1.3760000467300415,39319500,61.531224212653335,1.2741333961486816,1.2101999998092652,0.04577898334644921,,,,,,,,,,,,,,,,0.0,,0.0,0.0
2010-07-19,1.4246670007705688,1.4833329916000366,1.3946670293807983,1.4606670141220093,37297500,-73.48287920236108,1.3389333963394165,1.228266704082489,0.034006877982466106,,,,,,,,,,,,,,,,0.0,,0.0,0.0
2010-07-20,1.4566669464111328,1.4566669464111328,1.3366669416427612,1.3533329963684082,27379500,-3.9406020481688175,1.367733407020569,1.2562000036239624,0.06407094815989747,,,,,,,,,,,,,,,,0.0,,0.0,0.0
2010-07-21,1.3773330450057983,1.3933329582214355,1.2999999523162842,1.3480000495910645,18787500,38.57561176118107,1.3728000164031982,1.2856667041778564,0.051261865731291927,,,,,,,,,,,,,,,,0.0,,0.0,0.0
2010-07-22,1.3666670322418213,1.4166669845581057,1.3580000400543213,1.399999976158142,14367000,13.80928948622584,1.387600016593933,1.309266698360443,0.05334293050983719,,,,,,,,,,,,,,,,0.0,,0.0,0.0
2010-07-23,1.4126670360565186,1.4373329877853394,1.4040000438690186,1.4193329811096191,9804000,-15.969457329390924,1.3962666034698485,1.3351999998092652,0.05151161305002425,,,,,,,,,,,,,,,,0.0,,0.0,0.0
2010-07-26,1.4333330392837524,1.4333330392837524,1.3533329963684082,1.3966670036315918,13833000,-19.093312001988384,1.3834666013717651,1.3611999988555907,0.041871015993933204,,,,,,,,,,,,,,,,0.0,,0.0,0.0
2010-07-27,1.3940000534057615,1.4119999408721924,1.3506669998168943,1.3700000047683716,9295500,8.272254525232503,1.3868000030517578,1.3772667050361633,0.023864553765183927,,,,,,,,,,,,,,,,0.0,,0.0,0.0
2010-07-28,1.3700000047683716,1.3933329582214355,1.3673330545425415,1.3813329935073853,7008000,-17.856629679271375,1.393466591835022,1.38313330411911,0.023641954767603196,,,,,,,,,,,,,,,,0.0,,0.0,0.0
2010-07-29,1.3846670389175415,1.3919999599456787,1.3333330154418943,1.3566670417785645,9240000,-20.14797529960777,1.3848000049591065,1.3862000107765198,0.015869541305260804,,,,,,,,,,,,,,,,0.0,,0.0,0.0
2010-07-30,1.3466670513153076,1.3626669645309448,1.303333044052124,1.329332947731018,6403500,49.148019509556384,1.3667999982833863,1.3815333008766175,0.011970034963564252,,,,,,,,,,,,,,,,0.0,,0.0,0.0
2010-08-02,1.3666670322418213,1.3980000019073486,1.3553329706192017,1.3946670293807983,10771500,49.2346774148742,1.3664000034332275,1.3749333024024963,0.02988850920173767,,,,,,,,,,,,,,,,0.0,,0.0,0.0
2010-08-03,1.399999976158142,1.463333010673523,1.3880000114440918,1.463333010673523,18457500,-31.435089264831852,1.385066604614258,1.3859333038330077,0.03424265466802036,,,,,,,,,,,,,,,,0.0,,0.0,0.0
2010-08-04,1.463333010673523,1.4786670207977295,1.3899999856948853,1.4173330068588257,13695000,-38.09974068609223,1.392266607284546,1.392866599559784,0.0399531186839257,,,,,,,,,,,,,,,,0.0,,0.0,0.0
2010-08-05,1.4359999895095823,1.4366669654846191,1.3366669416427612,1.363332986831665,11943000,-42.05355045868187,1.393599796295166,1.3891999006271363,0.04378966671756009,,,,,,,,,,,,,,,,0.0,,0.0,0.0
2010-08-06,1.340000033378601,1.343999981880188,1.301332950592041,1.305999994277954,11128500,0.5107013613774303,1.3889332056045531,1.3778666019439698,0.04746830376738947,,,,,,,,,,,,,,,,0.0,,0.0,0.0
2010-08-09,1.3266669511795044,1.3320000171661377,1.296666979789734,1.3066669702529907,12190500,-29.081616408254796,1.3713331937789917,1.3688665986061097,0.038300323397586794,,,,,,,,,,,,,,,,0.0,,0.0,0.0
2010-08-10,1.309999942779541,1.309999942779541,1.254667043685913,1.2686669826507568,19219500,-59.380400005637824,1.3323999881744384,1.3587332963943481,0.016772982679313066,,,,,,,,,,,,,,,,0.0,,0.0,0.0
